instituicao;id_municipio;valor_total;valor_gasto_hospital;perc
Prefeitura Municipal de Araras - SP;3503307;596635546,27;62807369,85;1,05269238889058e+01
Prefeitura Municipal de Ararendá - CE;2301257;38203661,88;3797803,96;9,94094223723666e+00
Prefeitura Municipal de Arari - MA;2101004;89090143,59;4726119,53;5,30487362524634e+00
Prefeitura Municipal de Araricá - RS;4300877;38872240,12;1374108,03;3,53493399340527e+00
Prefeitura Municipal de Araripe - CE;2301307;66347297,48;5629068,19;8,48424638802635e+00
Prefeitura Municipal de Araripina - PE;2601102;204037705,23;14507965,76;7,11043370324421e+00
Prefeitura Municipal de Araruama - RJ;3300209;560448833,10;53031869,11;9,46239263567841e+00
Prefeitura Municipal de Araruna - PB;2501005;55423443,10;8550024,46;1,54267291632771e+01
Prefeitura Municipal de Araruna - PR;4101705;53478837,48;7523933,58;1,40689923987480e+01
Prefeitura Municipal de Arataca - BA;2902252;29169803,85;240553,10;8,24664784298849e-01
Prefeitura Municipal de Aratiba - RS;4300901;65529361,05;3137165,74;4,78742000491397e+00
Prefeitura Municipal de Aratuba - CE;2301406;35322447,42;3363377,42;9,52192632636099e+00
Prefeitura Municipal de Aratuípe - BA;2902302;24580860,91;362731,00;1,47566434441860e+00
Prefeitura Municipal de Araucária - PR;4101804;990178000,90;69644142,64;7,03349726783452e+00
Prefeitura Municipal de Arauá - SE;2800407;34732394,18;712000,36;2,04996049598560e+00
Prefeitura Municipal de Araxá - MG;3104007;421828880,90;88215383,95;2,09125993843254e+01
Prefeitura Municipal de Araçagi - PB;2500809;49504448,53;698879,80;1,41175151072832e+00
Prefeitura Municipal de Araçariguama - SP;3502754;124755734,85;15247,73;1,22220674010162e-02
Prefeitura Municipal de Araças - BA;2902054;36364467,99;1292786,05;3,55508033379041e+00
Prefeitura Municipal de Araçatuba - SP;3502804;598200311,46;79126681,70;1,32274557843140e+01
Prefeitura Municipal de Araçaí - MG;3103207;13623332,30;2502199,38;1,83670142142829e+01
Prefeitura Municipal de Araçoiaba - PE;2601052;58036884,78;7075368,32;1,21911579968852e+01
Prefeitura Municipal de Araçoiaba da Serra - SP;3502903;108168121,40;11349053,63;1,04920502298748e+01
Prefeitura Municipal de Araçu - GO;5201603;18723035,82;1977353,58;1,05610735300083e+01
Prefeitura Municipal de Araçuaí - MG;3103405;82153519,10;20529343,43;2,49890006598634e+01
Prefeitura Municipal de Araújos - MG;3103900;25592460,51;5562763,62;2,17359468732067e+01
Prefeitura Municipal de Arceburgo - MG;3104106;38371289,61;6292093,31;1,63979198352515e+01
Prefeitura Municipal de Arco-Íris - SP;3503356;14708000,84;NA;NA
Prefeitura Municipal de Arcos - MG;3104205;115287245,79;17255194,62;1,49671323152528e+01
Prefeitura Municipal de Arcoverde - PE;2601201;189550670,40;14902668,56;7,86210279739533e+00
Prefeitura Municipal de Areado - MG;3104304;35765549,81;3866548,81;1,08108188760988e+01
Prefeitura Municipal de Areal - RJ;3300225;77909223,67;2700592,94;3,46633275597623e+00
Prefeitura Municipal de Arealva - SP;3503406;32712435,36;NA;NA
Prefeitura Municipal de Areia - PB;2501104;47113751,72;1990141,47;4,22412012914517e+00
Prefeitura Municipal de Areia Branca - RN;2401107;101076462,35;3460785,61;3,42392831084279e+00
Prefeitura Municipal de Areia Branca - SE;2800506;64394448,76;NA;NA
Prefeitura Municipal de Areia de Baraúnas - PB;2501153;14280938,58;358191,85;2,50818143354833e+00
Prefeitura Municipal de Areial - PB;2501203;20894494,97;NA;NA
Prefeitura Municipal de Areias - SP;3503505;23502111,88;4998,20;2,12670249615032e-02
Prefeitura Municipal de Areiópolis - SP;3503604;34903652,84;7061204,03;2,02305588540228e+01
Prefeitura Municipal de Arenápolis - MT;5101308;38576460,24;10085729,35;2,61447766001664e+01
Prefeitura Municipal de Arenópolis - GO;5202353;19540715,84;832495,67;4,26031306537847e+00
Prefeitura Municipal de Argirita - MG;3104403;16911601,22;NA;NA
Prefeitura Municipal de Aricanduva - MG;3104452;20719534,79;1240197,56;5,98564385045249e+00
Prefeitura Municipal de Arinos - MG;3104502;51882241,32;9175259,76;1,76847790815526e+01
Prefeitura Municipal de Aripuanã - MT;5101407;97664538,87;11253975,05;1,15230923938319e+01
Prefeitura Municipal de Ariquemes - RO;1100023;291927769,84;37362160,19;1,27984262033302e+01
Prefeitura Municipal de Ariranha - SP;3503703;41074125,04;7881760,80;1,91891142959816e+01
Prefeitura Municipal de Ariranha do Ivaí - PR;4101853;18455668,19;1696283,67;9,19112574270875e+00
Prefeitura Municipal de Armazém - SC;4201505;35995259,26;NA;NA
Prefeitura Municipal de Armação dos Búzios - RJ;3300233;357575422,72;59053888,15;1,65150858805646e+01
Prefeitura Municipal de Arneiroz - CE;2301505;26155365,65;2935026,56;1,12215084249835e+01
Prefeitura Municipal de Aroazes - PI;2200905;22680813,41;681103,56;3,00299441509316e+00
Prefeitura Municipal de Aroeiras - PB;2501302;54040905,50;4096862,77;7,58104019926165e+00
Prefeitura Municipal de Arraial - PI;2201002;18886588,15;341722,07;1,80933722536857e+00
Prefeitura Municipal de Arraial do Cabo - RJ;3300258;256486348,81;15209997,53;5,93013920646017e+00
Prefeitura Municipal de Arraias - TO;1702406;31435139,34;NA;NA
Prefeitura Municipal de Arroio Grande - RS;4301305;75269006,44;4748052,53;6,30811107329398e+00
Prefeitura Municipal de Arroio Trinta - SC;4201604;23586031,31;18848,10;7,99121299902997e-02
Prefeitura Municipal de Arroio do Meio - RS;4301008;94800472,20;14455221,30;1,52480477834582e+01
Prefeitura Municipal de Arroio do Padre - RS;4301073;15043883,25;161756,03;1,07522790034947e+00
Prefeitura Municipal de Arroio do Sal - RS;4301057;64045677,77;302934,37;4,72997367734781e-01
Prefeitura Municipal de Arroio do Tigre - RS;4301206;44665144,74;763442,05;1,70925685888643e+00
Prefeitura Municipal de Arroio dos Ratos - RS;4301107;56641934,07;NA;NA
Prefeitura Municipal de Artur Nogueira - SP;3503802;185895721,97;1975281,25;1,06257488287911e+00
Prefeitura Municipal de Aruanã - GO;5202502;34827347,74;3584971,89;1,02935541252330e+01
Prefeitura Municipal de Arujá - SP;3503901;332530508,82;60102985,44;1,80744274121729e+01
Prefeitura Municipal de Arvoredo - SC;4201653;20883432,75;NA;NA
Prefeitura Municipal de Arvorezinha - RS;4301404;35836520,50;92449,08;2,57974487227352e-01
Prefeitura Municipal de Arês - RN;2401206;43458770,12;1726387,80;3,97247274884456e+00
Prefeitura Municipal de Ascurra - SC;4201703;30309723,82;849388,60;2,80236337699497e+00
Prefeitura Municipal de Aspásia - SP;3503950;14676158,51;11574,37;7,88651198616688e-02
Prefeitura Municipal de Assaré - CE;2301604;55249903,80;6222106,19;1,12617502693281e+01
Prefeitura Municipal de Assaí - PR;4101903;45919515,31;2678013,55;5,83197259797035e+00
Prefeitura Municipal de Assis - SP;3504008;411012717,24;59050622,04;1,43671033919661e+01
Prefeitura Municipal de Assis Brasil - AC;1200054;27339753,82;NA;NA
Prefeitura Municipal de Assis Chateaubriand - PR;4102000;132573738,22;13187221,37;9,94708420163608e+00
Prefeitura Municipal de Assunção - PB;2501351;20296954,59;NA;NA
Prefeitura Municipal de Assunção do Piauí - PI;2201051;26724114,01;NA;NA
Prefeitura Municipal de Astolfo Dutra - MG;3104601;38991068,59;5887544,94;1,50997270731636e+01
Prefeitura Municipal de Astorga - PR;4102109;85699456,84;8238977,33;9,61380344029728e+00
Prefeitura Municipal de Atalaia - AL;2700409;155602329,37;3690662,40;2,37185549531468e+00
Prefeitura Municipal de Atalaia - PR;4102208;23919956,05;67093,49;2,80491694298075e-01
Prefeitura Municipal de Atalaia do Norte - AM;1300201;62306469,76;2640147,49;4,23735689113772e+00
Prefeitura Municipal de Atalanta - SC;4201802;19422871,54;NA;NA
Prefeitura Municipal de Ataléia - MG;3104700;32826133,08;2140404,10;6,52042716936429e+00
Prefeitura Municipal de Atibaia - SP;3504107;728874773,31;74291962,53;1,01926922498116e+01
Prefeitura Municipal de Atilio Vivacqua - ES;3200706;49207243,98;6006468,09;1,22064712513493e+01
Prefeitura Municipal de Augustinópolis - TO;1702554;42223857,10;3192720,32;7,56141323716255e+00
Prefeitura Municipal de Augusto Corrêa - PA;1500909;104019203,65;1170846,92;1,12560650237203e+00
Prefeitura Municipal de Augusto Pestana - RS;4301503;26603501,55;2654681,99;9,97869391369649e+00
Prefeitura Municipal de Augusto Severo - RN;2401305;23017543,77;786866,25;3,41855003236951e+00
Prefeitura Municipal de Augusto de Lima - MG;3104809;19349419,25;829677,63;4,28786838137274e+00
Prefeitura Municipal de Aurelino Leal - BA;2902401;47072753,30;2240983,65;4,76068105835653e+00
Prefeitura Municipal de Auriflama - SP;3504206;44441448,87;2089590,32;4,70189512973005e+00
Prefeitura Municipal de Aurilândia - GO;5202601;15763511,52;225222,81;1,42876039843183e+00
Prefeitura Municipal de Aurora - CE;2301703;55782841,81;5257046,74;9,42412858402920e+00
Prefeitura Municipal de Aurora - SC;4201901;30276634,16;NA;NA
Prefeitura Municipal de Aurora do Pará - PA;1500958;75729131,95;3767251,88;4,97464025137291e+00
Prefeitura Municipal de Aurora do Tocantins - TO;1702703;12495745,08;NA;NA
Prefeitura Municipal de Autazes - AM;1300300;128610273,39;7398311,43;5,75250424012803e+00
Prefeitura Municipal de Avanhandava - SP;3504404;40973537,34;983901,56;2,40130978156840e+00
Prefeitura Municipal de Avaré - SP;3504503;327272101,36;59334781,55;1,81301068143085e+01
Prefeitura Municipal de Avaí - SP;3504305;26098015,22;NA;NA
Prefeitura Municipal de Aveiro - PA;1501006;48095794,22;771632,29;1,60436541804549e+00
Prefeitura Municipal de Avelino Lopes - PI;2201101;33241624,44;NA;NA
Prefeitura Municipal de Avelinópolis - GO;5202809;18131434,84;1604708,78;8,85042355533733e+00
Prefeitura Municipal de Axixá - MA;2101103;37472829,80;NA;NA
Prefeitura Municipal de Axixá do Tocantins - TO;1702901;33412507,45;1796863,35;5,37781653379025e+00
Prefeitura Municipal de Açailândia - MA;2100055;386895059,30;70022763,77;1,80986451201239e+01
Prefeitura Municipal de Açu - RN;2400208;137719436,95;18287642,66;1,32789118696727e+01
Prefeitura Municipal de Açucena - MG;3100500;20025414,59;252353,72;1,26016726827727e+00
Prefeitura Municipal de Babaçulândia - TO;1703008;28828615,62;17500,00;6,07035739442836e-02
Prefeitura Municipal de Bacabal - MA;2101202;248377373,36;32315566,50;1,30106724549187e+01
Prefeitura Municipal de Bacabeira - MA;2101251;70268961,59;42355,62;6,02764279442940e-02
Prefeitura Municipal de Bacuri - MA;2101301;55897062,66;2772103,11;4,95930014580841e+00
Prefeitura Municipal de Bacurituba - MA;2101350;17555024,01;61800,00;3,52035975369765e-01
Prefeitura Municipal de Bady Bassitt - SP;3504602;86663451,97;199100,69;2,29740087054139e-01
Prefeitura Municipal de Baependi - MG;3104908;68357407,33;21518957,64;3,14800670190954e+01
Prefeitura Municipal de Bagre - PA;1501105;60839353,16;2810001,69;4,61872380958759e+00
Prefeitura Municipal de Bagé - RS;4301602;448757727,33;22274437,79;4,96357754606868e+00
Prefeitura Municipal de Baianópolis - BA;2902500;46511367,07;500201,01;1,07543820255206e+00
Prefeitura Municipal de Baixa Grande - BA;2902609;53551416,25;6574106,23;1,22762509198811e+01
Prefeitura Municipal de Baixa Grande do Ribeiro - PI;2201150;78326747,77;4899549,13;6,25526945710439e+00
Prefeitura Municipal de Baixio - CE;2301802;20742000,74;1463824,10;7,05729460889027e+00
Prefeitura Municipal de Baixo Guandu - ES;3200805;107958544,47;2624642,17;2,43115742518124e+00
Prefeitura Municipal de Baião - PA;1501204;89369859,27;7717367,21;8,63531315035940e+00
Prefeitura Municipal de Balbinos - SP;3504701;17606907,23;209667,09;1,19082293818617e+00
Prefeitura Municipal de Baldim - MG;3105004;21705786,91;934118,27;4,30354482826718e+00
Prefeitura Municipal de Baliza - GO;5203104;19313251,43;594934,72;3,08044827229798e+00
Prefeitura Municipal de Balneário Arroio do Silva - SC;4201950;40838968,26;166644,29;4,08052154841583e-01
Prefeitura Municipal de Balneário Barra do Sul - SC;4202057;51093894,38;3849052,99;7,53329343301469e+00
Prefeitura Municipal de Balneário Camboriú - SC;4202008;1115387408,69;149383542,54;1,33929737216101e+01
Prefeitura Municipal de Balneário Gaivota - SC;4202073;54031894,82;NA;NA
Prefeitura Municipal de Balneário Pinhal - RS;4301636;57979840,79;5419152,27;9,34661460977082e+00
Prefeitura Municipal de Balneário Piçarras - SC;4212809;125958925,48;9822789,55;7,79840691127496e+00
Prefeitura Municipal de Balneário Rincão - SC;4220000;57701729,16;311653,91;5,40111907453971e-01
Prefeitura Municipal de Balsa Nova - PR;4102307;50491887,71;662441,81;1,31197671555623e+00
Prefeitura Municipal de Balsas - MA;2101400;297287352,56;5324380,59;1,79098792604216e+00
Prefeitura Municipal de Bambuí - MG;3105103;68394524,69;8852602,62;1,29434375925919e+01
Prefeitura Municipal de Banabuiú - CE;2301851;57974749,25;6191619,39;1,06798554027381e+01
Prefeitura Municipal de Bananal - SP;3504909;36818171,14;1818187,55;4,93828860506513e+00
Prefeitura Municipal de Bananeiras - PB;2501500;62019014,96;6131883,91;9,88710303437557e+00
Prefeitura Municipal de Bandeira - MG;3105202;19340931,53;974668,81;5,03940985721488e+00
Prefeitura Municipal de Bandeira do Sul - MG;3105301;20301555,77;2724423,75;1,34197781729907e+01
Prefeitura Municipal de Bandeirante - SC;4202081;21141243,96;440808,75;2,08506533879476e+00
Prefeitura Municipal de Bandeirantes - MS;5001508;48596652,97;5211183,66;1,07233386283146e+01
Prefeitura Municipal de Bandeirantes - PR;4102406;83941892,29;NA;NA
Prefeitura Municipal de Bandeirantes do Tocantins - TO;1703057;22211539,72;176743,11;7,95726510759876e-01
Prefeitura Municipal de Bannach - PA;1501253;28250355,75;1518797,85;5,37620787306369e+00
Prefeitura Municipal de Banzaê - BA;2902658;44514587,73;117170,00;2,63217084499774e-01
Prefeitura Municipal de Baraúna - PB;2501534;21282452,90;1874247,55;8,80653916541735e+00
Prefeitura Municipal de Baraúna - RN;2401453;81172337,22;NA;NA
Prefeitura Municipal de Barbacena - MG;3105608;387873399,83;85870633,58;2,21388302517358e+01
Prefeitura Municipal de Barbalha - CE;2301901;287032833,46;111337592,34;3,87891486133818e+01
Prefeitura Municipal de Barbosa - SP;3505104;23841319,82;655462,29;2,74927015345076e+00
Prefeitura Municipal de Barbosa Ferraz - PR;4102505;44095645,49;4418931,51;1,00212423718848e+01
Prefeitura Municipal de Barcarena - PA;1501303;437068329,06;47868880,67;1,09522647804180e+01
Prefeitura Municipal de Barcelona - RN;2401503;18088085,49;1378041,74;7,61850523518285e+00
Prefeitura Municipal de Barcelos - AM;1300409;73445327,73;603641,19;8,21891887008944e-01
Prefeitura Municipal de Bariri - SP;3505203;117355173,70;5539842,15;4,72057769192327e+00
Prefeitura Municipal de Barra - BA;2902708;131533320,60;6793680,44;5,16498816346312e+00
Prefeitura Municipal de Barra Bonita - SC;4202099;14972319,62;NA;NA
Prefeitura Municipal de Barra Bonita - SP;3505302;147667118,58;10562306,05;7,15278130403674e+00
Prefeitura Municipal de Barra D'Alcântara - PI;2201176;19867621,38;NA;NA
Prefeitura Municipal de Barra Funda - RS;4301958;21043571,62;17489,52;8,31109866510388e-02
Prefeitura Municipal de Barra Longa - MG;3105707;19747090,04;1279857,62;6,48124669208223e+00
Prefeitura Municipal de Barra Mansa - RJ;3300407;640452181,87;123293748,63;1,92510467010988e+01
Prefeitura Municipal de Barra Velha - SC;4202107;141205997,13;2327992,68;1,64865000588945e+00
Prefeitura Municipal de Barra da Estiva - BA;2902807;60518487,17;1420531,83;2,34726923363045e+00
Prefeitura Municipal de Barra de Guabiraba - PE;2601300;45005409,35;1992933,44;4,42820867265370e+00
Prefeitura Municipal de Barra de Santa Rosa - PB;2501609;46934077,35;786412,50;1,67556825318097e+00
Prefeitura Municipal de Barra de Santana - PB;2501575;28977318,80;2166886,36;7,47787045087139e+00
Prefeitura Municipal de Barra de Santo Antônio - AL;2700508;69204372,60;NA;NA
Prefeitura Municipal de Barra de São Francisco - ES;3200904;139361708,66;4531202,71;3,25139721202382e+00
Prefeitura Municipal de Barra de São Miguel - AL;2700607;43522814,17;999249,35;2,29592081545310e+00
Prefeitura Municipal de Barra de São Miguel - PB;2501708;25271687,78;3233581,08;1,27952715629822e+01
Prefeitura Municipal de Barra do Bugres - MT;5101704;110833475,75;17945746,53;1,61916301988752e+01
Prefeitura Municipal de Barra do Chapéu - SP;3505351;22863350,95;NA;NA
Prefeitura Municipal de Barra do Choça - BA;2902906;94398695,18;7225398,85;7,65413000277447e+00
Prefeitura Municipal de Barra do Corda - MA;2101608;193553152,38;9262620,34;4,78556935193431e+00
Prefeitura Municipal de Barra do Garças - MT;5101803;232655857,85;71563118,06;3,07592160890868e+01
Prefeitura Municipal de Barra do Guarita - RS;4301859;18611288,43;NA;NA
Prefeitura Municipal de Barra do Jacaré - PR;4102703;16982948,86;883830,68;5,20422387940936e+00
Prefeitura Municipal de Barra do Mendes - BA;2903003;44779756,42;NA;NA
Prefeitura Municipal de Barra do Ouro - TO;1703073;17720864,97;190313,77;1,07395305094975e+00
Prefeitura Municipal de Barra do Piraí - RJ;3300308;317849174,82;40469677,19;1,27323524476407e+01
Prefeitura Municipal de Barra do Quaraí - RS;4301875;23073275,81;144337,99;6,25563492538167e-01
Prefeitura Municipal de Barra do Ribeiro - RS;4301909;43927637,82;4473128,24;1,01829473697842e+01
Prefeitura Municipal de Barra do Rio Azul - RS;4301925;18751612,53;NA;NA
Prefeitura Municipal de Barra do Rocha - BA;2903102;25424740,93;37397,80;1,47092157607287e-01
Prefeitura Municipal de Barra do Turvo - SP;3505401;34489782,67;NA;NA
Prefeitura Municipal de Barra dos Coqueiros - SE;2800605;129290677,64;8640147,85;6,68273073334632e+00
Prefeitura Municipal de Barracão - PR;4102604;37955239,44;1489835,17;3,92524244868787e+00
Prefeitura Municipal de Barracão - RS;4301800;27583093,21;270395,47;9,80294225674336e-01
Prefeitura Municipal de Barras - PI;2201200;106449172,33;2834068,64;2,66236794327924e+00
Prefeitura Municipal de Barreira - CE;2301950;57763851,77;3273991,65;5,66789012449541e+00
Prefeitura Municipal de Barreiras - BA;2903201;561673227,79;86595051,44;1,54173364788497e+01
Prefeitura Municipal de Barreiras do Piauí - PI;2201309;16241398,55;NA;NA
Prefeitura Municipal de Barreirinha - AM;1300508;112083289,07;1059785,71;9,45534092364229e-01
Prefeitura Municipal de Barreirinhas - MA;2101707;144630724,59;4042516,55;2,79506070474289e+00
Prefeitura Municipal de Barreiros - PE;2601409;109164720,60;15065163,51;1,38003957938037e+01
Prefeitura Municipal de Barretos - SP;3505500;778881211,89;179432377,16;2,30371941729853e+01
Prefeitura Municipal de Barrinha - SP;3505609;98705876,04;5264655,37;5,33367979821842e+00
Prefeitura Municipal de Barro - CE;2302008;48594786,42;3214051,67;6,61398455838712e+00
Prefeitura Municipal de Barro Alto - BA;2903235;48139774,87;NA;NA
Prefeitura Municipal de Barro Alto - GO;5203203;80556932,39;NA;NA
Prefeitura Municipal de Barro Duro - PI;2201408;21286734,36;947147,14;4,44947131853061e+00
